full_text,username,MBTI,IE,NS,TF,JP
berkumpul cantik circa amp,elviraelph,INTJ,I,N,T,J
kita semua sayang lilyestelita bahagia belated birthday lillypad pacific place jakarta,elviraelph,INTJ,I,N,T,J
its been while ayat ayat cinta,elviraelph,INTJ,I,N,T,J
weekend ride jakarta indonesia,elviraelph,INTJ,I,N,T,J
sebelum keberangkatan aku nanti malam dapat surprise gedee banget dr pageant lovers,elviraelph,INTJ,I,N,T,J
seneng banget ketemu slaahsstu semalam di gala premiere sabtu bersama bapak,elviraelph,INTJ,I,N,T,J
dynamic duo bangga memakai ind by,elviraelph,INTJ,I,N,T,J
candid akira back jakarta,elviraelph,INTJ,I,N,T,J
si iseng banget,elviraelph,INTJ,I,N,T,J
airlangga university,elviraelph,INTJ,I,N,T,J
langsung lanjut photoshoot buat koleksi yang terbaru yang lucu and unik,elviraelph,INTJ,I,N,T,J
selalu bangga memakai karya avantie stay tune for the lanjut segment studio,elviraelph,INTJ,I,N,T,J
banyak kita ketahui pekerja anak dan perdagangan manusia adalah masalah yang memilukan yang,elviraelph,INTJ,I,N,T,J
ramadhan sebentar lagi,elviraelph,INTJ,I,N,T,J
uda lama tidak foto fashion art kaya gini special terima kasih to dennytjan nikenxu jwlry and,elviraelph,INTJ,I,N,T,J
our kindda monday noon studio sepat kebagusan,elviraelph,INTJ,I,N,T,J
dewi nya kawilara,elviraelph,INTJ,I,N,T,J
makasiiiihh,evansanders_id,INFP,I,N,F,P
this is sinaran the movie coming soon november drama musikal dengan lagulagu hits dan,evansanders_id,INFP,I,N,F,P
hbd yooo aldebes,evansanders_id,INFP,I,N,F,P
jangan lupa serial cinta di langit taj mahal tayang jam wib dilanjutkan dengan serial turki,evansanders_id,INFP,I,N,F,P
good pagi selamat morning selfie pertama di bulan agustus anak gajah umur setahun usia,evansanders_id,INFP,I,N,F,P
terima kasih sudah nonton dapur mama seru besok lagi yah semakin seruuuu,evansanders_id,INFP,I,N,F,P
setiap orang pasti bisa memasak tapi tidak semua orang bisa jadi pemasak sanders semuanya hanya,evansanders_id,INFP,I,N,F,P
kanan kiri ok,evansanders_id,INFP,I,N,F,P
ciyeeee sukaaa dm,evansanders_id,INFP,I,N,F,P
gulung tikar cuci baju,evansanders_id,INFP,I,N,F,P
lagu wajib sambil anguk anguk,evansanders_id,INFP,I,N,F,P
kabuuurr,evansanders_id,INFP,I,N,F,P
guling guling sambil ngunyah sirih,evansanders_id,INFP,I,N,F,P
asiiiikkk id,evansanders_id,INFP,I,N,F,P
ada dong lihat timeline yah,evansanders_id,INFP,I,N,F,P
cihuuuyyy,evansanders_id,INFP,I,N,F,P
makasiihhh download yah,evansanders_id,INFP,I,N,F,P
sedaaappzz,evansanders_id,INFP,I,N,F,P
asiiikkk,evansanders_id,INFP,I,N,F,P
wohooooo ayoooo twiders request terus di radio radio kesayangan kamu dan download rbtnya,evansanders_id,INFP,I,N,F,P
ada deh kakak evan plh no berapa or id beda yah kalau orang pinter yang bicara,evansanders_id,INFP,I,N,F,P
tertawa rupong bicara opo to kak id,evansanders_id,INFP,I,N,F,P
cukup saya saja yang tahu hahhaaa tertawa no dong beda yah kalau orang pinter yang bicara kayaknya nyampe gitu dikuping,evansanders_id,INFP,I,N,F,P
hahhahaa biar saya dan surat suara yang tahu id lt yang pinter ngomongnya nyampe di kuping yang mana ini,evansanders_id,INFP,I,N,F,P
beda yah kalau orang pinter yang bicara kayaknya nyampe gitu dikuping hhahahaaaa mang beda lah,evansanders_id,INFP,I,N,F,P
memulai bulan ramdhan sekalian mau mohon maaf lahir dan batin temanteman semoga bulan ini puasanya pic,evansanders_id,INFP,I,N,F,P
ini berita satu beneran ga seh nara sumbernya beritanya britney ngeluarin video clip terbaru wanna vid,evansanders_id,INFP,I,N,F,P
penipuan jenis baru neh jangan mudah tertipu ok pic,evansanders_id,INFP,I,N,F,P
terima kasih bolanya with pic,evansanders_id,INFP,I,N,F,P
bah habis keliling dunia gini neh goool evan dimas emang paling jago diantara keluarga evan sanders lho id,evansanders_id,INFP,I,N,F,P
buat yang belum dapat album pertama sebelah mata now available begitu download application,evansanders_id,INFP,I,N,F,P
hahahhaaa nacita cakep pada mau kondangan iya id pic,evansanders_id,INFP,I,N,F,P
sctv liputan awards with jamilo poppy and senandung pic,evansanders_id,INFP,I,N,F,P
ini dia sebelah mata yang belum dapat langsung download app dua mata segera,evansanders_id,INFP,I,N,F,P
tunggu sesuatu yang baru bersama,evansanders_id,INFP,I,N,F,P
sejam lagi indonesias got talent sctv jangan lupa donwload indonesias got talent app di ios or android,evansanders_id,INFP,I,N,F,P
ok enjoy evening all jangan lupa besok indonesias got talent sctv seruuuuuuu,evansanders_id,INFP,I,N,F,P
eaaaaaaaa id entar jempolx di obatan kak yang penting rasa kangenx terobati,evansanders_id,INFP,I,N,F,P
tidak kan opo opo hehhehe apik tenan iki harmen id halo evan opo kbre,evansanders_id,INFP,I,N,F,P
salam tales kak id salam cucur ini dari bogor,evansanders_id,INFP,I,N,F,P
jempol deh bengkak rupong wihh gak kriting tangan id,evansanders_id,INFP,I,N,F,P
karena habis itu trivia saya yeahh kak ikut juga tertawa id ikooot besok pantengin timeline kita,evansanders_id,INFP,I,N,F,P
dz cengkareng mana suaraaaanyaaa,evansanders_id,INFP,I,N,F,P
folback follow back ikut belakang tertawa yah abang epaan minta folback tidak kebalik tuh bang rt id,evansanders_id,INFP,I,N,F,P
menurut anda id ini asli atau plsu,evansanders_id,INFP,I,N,F,P
belum mandi soalnya hidatan siap abangg skrg jadi jarang online besok pantengin timeline kita ada trivia tentang idol,evansanders_id,INFP,I,N,F,P
ikooot besok pantengin timeline kita iya akan ada trivia tentang idol kita id org yang beruntung akan kita followback,evansanders_id,INFP,I,N,F,P
turut berduka yah hugs van id minta doanya untuk tante saya tadi pagi tente saya meninggal dunia,evansanders_id,INFP,I,N,F,P
innalilahi wainailaihi rojiun turut berduka cita sedalamdalamnya seniman amp pemain biola kebangaan indonesia om idris sardi,evansanders_id,INFP,I,N,F,P
yang masih nonton suaraaanyaaaa,evansanders_id,INFP,I,N,F,P
ini kurang sadar apa coba,gibran_tweet,ISTP,I,S,T,P
maaf iya ramai soalnya,gibran_tweet,ISTP,I,S,T,P
informasi yang seru kalau ke solo silahkan mampir iya,gibran_tweet,ISTP,I,S,T,P
iya pak,gibran_tweet,ISTP,I,S,T,P
kan beliau idola saya,gibran_tweet,ISTP,I,S,T,P
iya pak terima kasih,gibran_tweet,ISTP,I,S,T,P
monggo silahkan,gibran_tweet,ISTP,I,S,T,P
siap dibully lagi,gibran_tweet,ISTP,I,S,T,P
lumayan,gibran_tweet,ISTP,I,S,T,P
boleh,gibran_tweet,ISTP,I,S,T,P
masjid yang mangkrak itu tidak menggunakan apbd,gibran_tweet,ISTP,I,S,T,P
viaduk gilingan sudah dibuka dengan jalan yang lebih luas serta terdapat jalur khusus untuk pejalan kaki untuk akses ke masjid raya sheikh zayed solo semoga bisa mengurangi kemacetan di kota solo mari jaga fasilitas ini bersama,gibran_tweet,ISTP,I,S,T,P
lokal brand lokal pride menambah kecemu saat lebaran nanti,gibran_tweet,ISTP,I,S,T,P
sini kak saya undang ke masjid syekh zayed nanti saya kenalkan pengelola masjidnya bisa tanya langsung sumber dananya dari mana,gibran_tweet,ISTP,I,S,T,P
itu adalah hibah dari uni emirat arab terima kasih,gibran_tweet,ISTP,I,S,T,P
ada yang tahu ini dmana sebentar lagi insya allah kita punya rumah sakit keren di solo,gibran_tweet,ISTP,I,S,T,P
tahun kemarin kita kehilangan kesempatan tapi ini tidak akan patahkan semangat kita,gibran_tweet,ISTP,I,S,T,P
selamat memperingati jumat agung kepada seluruh umat kristiani,gibran_tweet,ISTP,I,S,T,P
siapa mau,gibran_tweet,ISTP,I,S,T,P
selamat menjalankan ibadah puasa ramadan semoga di bulan suci ini kita dapat menjadi pribadi yang lebih baik kian taat dan bertaqwa marhaban iya ramadhan semoga allah swt senantiasa melimpahkan rahmatnya kepada kita semua,gibran_tweet,ISTP,I,S,T,P
iya pak maaf saya salah,gibran_tweet,ISTP,I,S,T,P
menyala abangku tetap ilmu ubi jalar abangku,gibran_tweet,ISTP,I,S,T,P
solo safari bukan proyek pusat dan tidak menggunakan apbn,gibran_tweet,ISTP,I,S,T,P
solo safari fase telah selesai ada banyak wahana yang bisa dinikmati,gibran_tweet,ISTP,I,S,T,P
rahajeng nyepi kepada saudara saudara yang merayakan,gibran_tweet,ISTP,I,S,T,P
iya pak,gibran_tweet,ISTP,I,S,T,P
sedang berjalan revitalisasi pasar jongke yang ditargetkan bisa segera dioperasionalkan pada akhir pasar ini diharapkan bisa menampung sekitar pedagang dan menjadi destinasi baru di kota solo,gibran_tweet,ISTP,I,S,T,P
selamat hari musik,gibran_tweet,ISTP,I,S,T,P
iya pak,gibran_tweet,ISTP,I,S,T,P
tolong kirimin video atau foto orang yang mukanya mirip sama saya,gibran_tweet,ISTP,I,S,T,P
maaf pak,gibran_tweet,ISTP,I,S,T,P
belum masih proses finishing,gibran_tweet,ISTP,I,S,T,P
iya pak maaf saya salah,gibran_tweet,ISTP,I,S,T,P
masukkan air asam terakhir agar sayuran tidak menjadi alot terkena rasa asam saat merebus sayuran untuk sayur asam rebus sayuran yang keras lebih dulu seperti jagung manis dan buah melinjo baru tambahkan sayuran yang lebih lunak,gibran_tweet,ISTP,I,S,T,P
untuk memberikan rasa kecut yang enak pada sayur asam gunakan asam jawa muda pilih yang besar agar mendapatkan rasa asam yang kuat selain asam jawa muda bisa dipakai belimbing sayur yang dipotongpotong atau air asam jawa,gibran_tweet,ISTP,I,S,T,P
akhir tahun,gibran_tweet,ISTP,I,S,T,P
upacara memperingati hari jadi kota solo di taman balekambang,gibran_tweet,ISTP,I,S,T,P
iya pak salam untuk mas alam,gibran_tweet,ISTP,I,S,T,P
ini saja iya,gibran_tweet,ISTP,I,S,T,P
siap ndan,gibran_tweet,ISTP,I,S,T,P
iya pak maaf saya salah,gibran_tweet,ISTP,I,S,T,P
ini lokasinya dimana pak,gibran_tweet,ISTP,I,S,T,P
kenapa,gibran_tweet,ISTP,I,S,T,P
iya pak maaf saya salah,gibran_tweet,ISTP,I,S,T,P
nggih bapak baik pak matur nuwun sanget sudah diingatkan akan kami jadikan bahan evaluasi ke depan mohon maaf sebelumnya,gibran_tweet,ISTP,I,S,T,P
pingin nonton film agak laen,gibran_tweet,ISTP,I,S,T,P
iya pak maaf saya salah,gibran_tweet,ISTP,I,S,T,P
tapi tetep sayang kan,gibran_tweet,ISTP,I,S,T,P
saya sudah milih,gibran_tweet,ISTP,I,S,T,P
terima kasih,gibran_tweet,ISTP,I,S,T,P
tertawa di server yang mana iya,csugiono,ENFJ,E,N,F,J
masih aje main tertawa,csugiono,ENFJ,E,N,F,J
halo selamat malam ooo oke baik terima kasih buat infonya saya juga sedang komunikasi dengan management saya mengenai hal ini,csugiono,ENFJ,E,N,F,J
maaf saya rasa artikel ini salah saya tidak pernah diinterview dan tidak pernah memungut biaya untuk bikin video ucapan bday seperti yang dimaksud di berita saya tidak mencari uang dari situ,csugiono,ENFJ,E,N,F,J
saya ga ada urusan dengan acara tersebut dan bingung juga kenapa ada foto saya disitu,csugiono,ENFJ,E,N,F,J
saya tidak ada urusan dengan acara itu dan bingung juga kenapa ada foto saya disitu,csugiono,ENFJ,E,N,F,J
saya tidak ada urusan dengan acara ini dan bingung juga kenapa ada foto saya disitu,csugiono,ENFJ,E,N,F,J
minggu lalu main ke di cukup amazed tidak susah dicapai min dr airport terus langsung bisa berenang di saya yang airnya seger banget harus bawa senter karena di dalamnya gelap berenang sampai puas disitu,csugiono,ENFJ,E,N,F,J
selamat malam di area rumah saya padam sudah lebih dari jam belum nyala juga sampai skrg tolong segera dikirim petugas teknis karena sudah saya dan istri dan lain-lain telepon dr tadi siang belum ada yang muncul area lbk bulus pdk ada anak bayi kits disini,csugiono,ENFJ,E,N,F,J
oke baik terimakasih,csugiono,ENFJ,E,N,F,J
tidak terlalu tapi sering buka buat baca doang,csugiono,ENFJ,E,N,F,J
selamat siang mau tanya kalau di samsat gandaria city melayani perpanjangan sim yang tinggal foto saja terimakasih,csugiono,ENFJ,E,N,F,J
sama,csugiono,ENFJ,E,N,F,J
unclickbait hanya dikritik org dari total an lain yang tidak mengkritik belum make tabloid headline dibanjiri kritikan netizen banjir namun tidak sedikit pula yang mendukung bukan tidak sedikit tapi mayoritas air bah facepalm,csugiono,ENFJ,E,N,F,J
fintech abal ini ganggu banget sudah dlm sebulan ini dapat sms semacam ini saya ga kenal orangnya no hape dipake buat debt collecting lah ancam akan dicontact selalu karena dipake sbg contact darurat padahal sblmnya ga ada verifikasi seperti layaknya bank atau lainnya,csugiono,ENFJ,E,N,F,J
see gitu iya oks fotografer dari mereka kan yah,csugiono,ENFJ,E,N,F,J
villa saya juga diinvite buat airbnb plus dan ktnya tim airbnb mau visit tanggal nov besok jadi intinya apa sih foto ulang sama tim mereka lalu ada apa lagi,csugiono,ENFJ,E,N,F,J
milik akan diluncurkan pada pukul am eastern time atau pukul siang nanti dengan menggunakan roket falcon dari spacex,csugiono,ENFJ,E,N,F,J
mendapat kesempatan dari untuk menyaksikan secara langsung satelit merah putih yang akan diluncurkan pukul dini hari waktu amerika bagian timur mohon doanya semoga,csugiono,ENFJ,E,N,F,J
live streaming peluncuran satelit merah putih dari spacex florida di official channel youtube atau useetv pada tanggal agustus nanti so jangan sampai ketinggalan,csugiono,ENFJ,E,N,F,J
saya kena kejadian gara abg millenials inpulsif mau posting segalanya pertama si cs indihome itu abg yang ngefans sampai lupa posting data pribadi sudah saya maafkan yang ini abg impulsif juga yang lucuan unggah ke lambe ktnya tanpa maksud mencemarkan facepalm,csugiono,ENFJ,E,N,F,J
thank you buat replynya iya tidak mau adu panco kok karena pasti kalah dia cuma mau nyentil dikit saja turns out pelakunya anak abg orang cewek tahun mereka anggep cuma lucuan doang kaya gitu diaplot buat iseng katanya ga taj bakam jadi ramai katanya,csugiono,ENFJ,E,N,F,J
minta contact redaksi ini dong untuk korespondensi terimakasih,csugiono,ENFJ,E,N,F,J
keren saya minta nomor kontak redaksi media ini dong supaya bisa korespondensi terimakasih,csugiono,ENFJ,E,N,F,J
ulangan pls note urusan yang ini iya and take action,csugiono,ENFJ,E,N,F,J
id selamat siang saya mau check in di web dan di app kok tidak bisa iya flight xt cgk dps jam ini jalan tol mendadak macet total takut dekat sekali sampai cgknya bisa dibantu check in lewat mana iya terimakasih,csugiono,ENFJ,E,N,F,J
demikianlah cerita mengenai kejadian ini semoga di masa mendatang tidak ada kejadian yang sama terulang dan kita semua bisa lebih menghargai perlindungan datadata pribadi diri sendiri maupun orang lain,csugiono,ENFJ,E,N,F,J
ini bukan pertama kalinya bagi saya tertimpa kejadian bagi data pribadi ke pihak ketiga tanpa persetujuan saya,csugiono,ENFJ,E,N,F,J
semoga dengan ramainya cerita mengenai kejadian ini membuat org yang berurusan dengan data orang lain cs pihak bank pihak hotel maskapai dan lain-lain sadar bhw kegiatan menyebarkan data pribadi tersebut ke social media adalah salah yang tadinya belum tahu saya harapkan menjadi tahu,csugiono,ENFJ,E,N,F,J
atau yang komen di ig juga seperti ini intinya tiap orang kebutuhan dan melihat kepentingan data pribadi beda kalau situ merasa tidak penting iya tidak apa-apa saya sih merasa sangat penting sekali,csugiono,ENFJ,E,N,F,J
seperti yang ini kalau situ mungkin bisa woles data diumbar ke publik kalau saya tidak bisa woles yellow pages kayaknya juga tidak umbar data pribadi sampai alamat rumah ke publik tanpa persetujuan pemiliknya,csugiono,ENFJ,E,N,F,J
maksud saya mengeluhkan kejadian ini ke publik via twitter agar kejadian ini menjadi perhatian banyak org dan bisa juga mendapatkan pelajarannya mungkin banyak dari orangorang menganggap hal ini lebaybiasabiasa saja tapi saya pribadi melihat hal ini tidak biasa saja,csugiono,ENFJ,E,N,F,J
ada baiknya platform database tersebut diperkuat dengan multi layer verification agar kejadian cs iseng mau tahu urusan orang database pelanggan bisa diminimalisir,csugiono,ENFJ,E,N,F,J
pengalaman saya kalau berurusan dengan cs yang ingin membuka data pribadi selalu verifikasi dulu seperti nama lengkap nama ibu kandung alamat dan lain-lain baru data kebuka,csugiono,ENFJ,E,N,F,J
mungkin platform database indihome itu memang sangat mudah dibuka oleh cs kapanpun dia mau entah lagi ada kerjaan atau lagi iseng saja tanpa verifikasi apapun,csugiono,ENFJ,E,N,F,J
yang mengherankan si alexsinaga itu lagi tidak berkomunikasi dengan saya mungkin dia lagi iseng saja di desktop kerjanya mencari nama artis dan mau tahu urusan orang data alamat rumah dan nomor hapenya mungkin dia lagi senggang jadi iya mau tahu urusan orang sana sini saja,csugiono,ENFJ,E,N,F,J
tapi kejadian alexsinaga ini yang excited karena bisa buka data saya kemudian langsung post ig story dengan mention saya langsung sih agak lucu juga tapi nyebelinnya maksimal,csugiono,ENFJ,E,N,F,J
pernah juga suster di rs yang lagi mau nancep jarum suntik ambil darah karena tidak konsen sibuk grusak grusuk sama rekan susternya cari hape dan mau cepat foto bareng alhasil salah nancepin jarum dan bahkan sakit dan berdarah ini cukup ngeselin juga karena sakitnya berasa,csugiono,ENFJ,E,N,F,J
biasanya misalnya waiter restaurant yang salah terima ordermencatat makanan karena tidak konsen ingin cepat minta foto bareng akhirnya lalai mencatat oderan makanan yang datang salah sebel sedikit tapi iya tidak apa-apa namanya juga orang biasanya dikasih compliment dessert sama restonya,csugiono,ENFJ,E,N,F,J
sebenarnya kejadian fans yang jadi heboh atau tidak konsen tidak fokus dengan kerjaannya ketika berhadapan dengan artis ini sering banget cuma benar kali ini yang membuat saya jengkel,csugiono,ENFJ,E,N,F,J
masih banget mati terus sampai minta yang lalu masih begitu,csugiono,ENFJ,E,N,F,J
mbak mas kenapa tiba xl saya tidak berfungsi iya no network connection tiba ga bisa data and telepon padahal lagi tengah browsing berfungsi baik tiba lost dan putus sudah menitan ini,csugiono,ENFJ,E,N,F,J
agar sistem imun terjaga saya minum imboost tablethari saat badan drop saya pilih imboost force supaya bisa segera pulih,csugiono,ENFJ,E,N,F,J
tahun pakai idola belum ada browser buka masih pakai kaya semacam text notepad pas sudah pakai netscape bukanya pondok putri,csugiono,ENFJ,E,N,F,J
baru sekali seumur hidup pesawat delay hampir jam nunggu di dlm cabin gitu doang dan ternyata baru diinformasikan kalau terlambat delay nunggu printan dokumen setebal apakah dokumennya sehingga di print bisa lebih dr sejam ck ck ck,csugiono,ENFJ,E,N,F,J
saya tidak mengerti apa masalahnya tapi dr obrolan saya cabin dan ground personel bahasannya selalu mengenai dokumen cargo yang beda dan nunggu print baru omg what stupid mistake costing valuable passenger time ck ck ck,csugiono,ENFJ,E,N,F,J
apakah ada kompensasi atas kehilangan waktu ini karena sejujurnya saya akan missed acara malam ini dan bisa tujuan ke sby saya jadi ga ada gunanya,csugiono,ENFJ,E,N,F,J
saya naik ga ke surabaya harusnya take off jam dan kita sudah duduk di dlm pesawat selama jam min barusan saya cabin informasi delay ditambah min lagi ke depan karena nunggu dokumen cargo yang mesti diprint wth nunggu printan doang selama ini,csugiono,ENFJ,E,N,F,J
